thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ITI.started,ITI_fix.started,ITI_fix.stopped,ITI.stopped,mem_array.started,mem_fix.started,memCircle.started,test_circle.started,dot0.started,dot1.started,dot2.started,dot3.started,dot4.started,key_resp.started,mem_array.stopped,dot_pos,dot_colors,angles,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,delay.started,delay_fix.started,delay.stopped,report.started,report_fix.started,reportCircle.started,mouse.started,report.stopped,resp_angles,true_angles,colors,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,participant,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0,0,0,space,1.5316684570279904,None,[0.8881944444444444],[0.5],[1],[0],[0],[3.3604727080091834],0,0,0,0,0.007495667028706521,,0.0029030420118942857,0.007495667028706521,1.012907417025417,0.9951452090172097,1.0016209590248764,1.012907417025417,1.012907417025417,1.012907417025417,1.012907417025417,1.012907417025417,1.012907417025417,1.012907417025417,1.012907417025417,1.012907417025417,2.644516292028129,"[[0.06739377086130191, 0.21466969895421742], [-0.22298289045302508, 0.030060448519844383], [0.20447836443823747, -0.0938807673416837], [-0.08824521850589515, -0.20697290018465417], [0.22487499700312605, 0.007499048129199939]]","['red', 'green', 'blue', 'yellow', 'magenta']","[1.266598560490181, 3.007589978734995, 5.8527704529276585, 4.309365931423196, 0.03333527637245304]",space,1.5316684570279904,None,2.644594417011831,2.6519354170304723,3.644753500004299,3.6454669590457343,3.6511586669948883,3.6511586669948883,0.0009248750284314156,7.00694591703359,"[None, None, None, None, None]","[1.266598560490181, 3.007589978734995, 5.8527704529276585, 4.309365931423196, 0.03333527637245304]","['red', 'green', 'blue', 'yellow', 'magenta']",[0.8881944444444444],[0.5],[1],[0],[0],[3.3604727080091834],471915,2026-01-12_15h44.01.292,WMpsilocybin_v1,,2025.2.4,None,2026-01-12 15h44.01.321572 -0600,
1,0,1,,,,,,,,,,1,0,1,0,7.009239042003173,,7.007175709004514,7.009239042003173,8.009579083998688,7.998768666991964,8.001366500044242,8.009579083998688,8.009579083998688,8.009579083998688,8.009579083998688,8.009579083998688,8.009579083998688,8.009579083998688,8.009579083998688,8.009579083998688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
